generated_at,start_date,end_date,total_gmv,total_order_count,total_cumulative_gmv_latest,total_cumulative_order_count_latest,average_daily_gmv,average_daily_order_count,overall_aov,average_delivery_rate,average_late_delivery_rate,average_review_rate,average_review_score,latest_stat_date,latest_daily_gmv,latest_daily_order_count,latest_daily_aov
2026-06-22 21:10:04,2016-09-04,2018-10-17,16008872.12,99441,16008872.12,99441,25250.59,156.85,160.9886,0.931,0.0544,0.9918,4.0087,2018-10-17,89.71,1,89.71
