table_name,category_count,total_product_revenue,top_category,top_category_revenue,top_category_share_pct,categories_for_80pct_revenue,generated_at
ads_product_category_rank,74,13494400.74,health_beauty,1255695.13,9.31,18,2026-07-10 20:04:00
