table_name,row_count,start_date,end_date,total_order_count,total_gmv,average_daily_gmv,average_daily_order_count,overall_aov,latest_stat_date,latest_daily_gmv,latest_daily_order_count,generated_at,engine
ads_daily_business_overview_spark,634,2016-09-04,2018-10-17,99441,16008872.12,25250.5869,156.847,160.9886,2018-10-17,89.71,1,2026-06-24 12:42:46,Spark SQL
