table_name,row_count,unique_order_count,unique_customer_count,total_payment_amount,total_product_amount,total_freight_amount,delivered_order_count,late_delivery_order_count,average_review_score,generated_at,engine
dwd_order_detail_spark,99441,99441,96096,16008872.12,13591643.7,2251909.54,96476,6535,4.06,2026-06-24 12:42:07,Spark SQL
