table_name,state_count,total_gmv,top_state,top_state_gmv_share_pct,top3_states_gmv_share_pct,national_avg_delivery_days,generated_at
ads_geo_state_summary,27,15739137.01,SP,37.35,62.5,18.32,2026-07-10 20:04:04
