table_name,row_count,start_date,end_date,total_order_count,total_valid_order_count,total_payment_amount,overall_aov,generated_at,engine
dws_daily_order_summary_spark,634,2016-09-04,2018-10-17,99441,98207,16008872.12,160.9886,2026-06-24 12:42:29,Spark SQL
