table_name,row_count,start_date,end_date,total_order_count,total_gmv,average_daily_gmv,average_daily_order_count,overall_aov,latest_stat_date,latest_daily_gmv,generated_at
ads_daily_business_overview,634,2016-09-04,2018-10-17,99441,16008872.12,25250.5869,156.847,160.9886,2018-10-17,89.71,2026-06-22 21:09:54
